Datum;dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];
05.02.2024 21:10;-2.0330;-2.1220;-1.8090;-1.6460;-2.4090;-1.4760;-1.2260;-0.2970;-0.3030;-2.7380;-1.5740;-2.2830;-0.5730;0.3410;2.9970;-0.1410;-2.0443;0.8388;-0.2311;2.3960;1.1580;3.1700;0.4920;2.3560;2.5450;-0.3380;-1.4600;3.3960;-1.1280;-2.7410;-0.9740;-2.3250;0.0000;-1.2880;-1.2250;-0.8730;-2.3890;-0.1610;0.0050;-0.2710;-0.0680;-2.8560;0.9080;-0.0390;-0.7260;0.0590;0.2980;-2.5003;-3.9460;-2.2870;1.5812;-0.9558;6.6920;2.0040;2.2690;4.2290;2.5080;1.8120;-1.0360;-1.5040;-0.3210;-1.3480;
05.02.2024 21:05;-1.3319;-1.4229;-1.1769;-1.0869;-1.7799;-0.8959;-0.7110;-0.2800;0.2751;-1.9409;-0.9730;-1.7060;-0.1160;1.0330;3.6200;0.3250;-1.5603;1.3059;0.2352;2.8701;1.8531;3.8041;1.4211;2.6921;3.4411;0.5661;-1.1569;3.7531;-0.8299;-0.8089;-0.3679;-1.6539;0.0000;-0.5289;-0.5329;-0.2229;-1.6609;0.4381;0.4930;-0.2930;0.5831;-2.1079;1.3490;0.6270;-0.2990;0.6480;0.9810;-2.4187;-3.3990;-1.7220;2.0488;-0.4752;7.4731;2.4071;3.3581;5.1691;3.1821;2.0101;-0.3499;-1.1539;0.1761;-0.6219;
05.02.2024 21:00;-1.1934;-1.2684;-0.9604;-0.9524;-1.7074;-0.7084;-0.2630;-0.2260;0.3196;-1.9834;-0.8730;-1.5540;0.0370;1.0560;3.6750;0.6170;-1.2644;1.5987;0.5275;3.1616;1.9276;3.9226;1.5726;2.8696;3.5786;0.8206;-0.9144;4.3076;-0.3074;-0.9024;-0.1524;-1.4914;0.0000;-0.4484;-0.3614;-0.1734;-1.5174;0.5476;0.8320;-0.1230;0.7456;-2.0234;1.5050;0.7900;-0.3390;0.8060;1.0210;-2.4148;-3.0950;-1.5380;2.3405;-0.1792;7.6166;2.4506;3.1926;5.0846;3.5416;2.3106;-0.1514;-0.7534;0.3796;-0.4984;
05.02.2024 20:55;-1.7269;-1.8699;-1.4649;-1.4829;-2.1679;-1.2779;-0.6670;-0.5420;-0.1309;-2.5969;-1.1900;-1.8490;-0.3930;0.8810;3.4490;0.0450;-1.8234;1.0271;-0.0440;2.6051;1.4381;3.5141;0.7561;2.3451;2.8941;0.1461;-1.6939;3.5661;-1.2219;-1.2869;-0.6579;-2.0439;0.0000;-0.9789;-0.9429;-0.6849;-2.0309;0.0001;0.2990;-0.1820;0.2411;-2.5669;1.1660;0.4050;-0.1090;0.5310;0.7290;-2.4486;-3.6550;-1.9570;1.7694;-0.7264;7.1001;2.2981;2.7741;4.4311;2.6981;1.7241;-0.8249;-1.1549;0.0991;-1.0909;
05.02.2024 20:50;-1.5120;-1.6440;-1.2120;-1.2110;-1.8830;-0.9370;-0.7010;-0.1910;0.0710;-2.1190;-1.2650;-1.9210;-0.5590;0.9170;3.3920;0.0140;-1.8724;0.9951;-0.0757;2.5610;1.2180;3.4030;1.3530;2.3620;2.7850;0.1860;-1.2530;3.2760;-0.6730;-1.3030;-0.5240;-1.8040;0.0000;-0.7940;-0.5790;-0.4250;-1.8300;0.3160;0.4610;0.0250;0.5580;-2.2000;1.1800;0.4320;-0.7230;0.4870;0.6720;-2.4506;-3.7680;-1.9730;1.7374;-0.7720;6.8740;2.3260;2.7970;4.4470;2.6620;1.7480;-0.4800;-0.8510;0.2270;-0.8100;
05.02.2024 20:45;-1.8905;-2.1035;-1.5855;-1.4915;-2.2625;-1.2955;-0.8460;-0.4700;-0.2095;-2.5375;-1.4910;-2.1560;-0.6280;0.6760;3.1400;0.0280;-1.8468;1.0076;-0.0623;2.5645;1.1995;3.5025;1.0125;2.3235;2.7825;-0.0235;-1.4215;3.4835;-1.0475;-1.7595;-0.7065;-2.2435;0.0000;-1.1535;-1.0855;-0.7995;-2.1495;-0.0165;0.2730;-0.3090;0.1205;-2.6175;1.0840;0.2130;-0.5240;0.2690;0.4740;-2.4689;-3.7320;-2.0450;1.7509;-0.7756;6.9835;2.1135;2.6445;4.4015;2.8175;1.7305;-0.8805;-1.4415;-0.1955;-1.2015;
05.02.2024 20:40;-1.9791;-2.0301;-1.7501;-1.7111;-2.3701;-1.5061;-0.9830;-0.4010;-0.3791;-2.6231;-1.7360;-2.3810;-0.6750;0.2520;3.0320;-0.1600;-2.0417;0.8212;-0.2494;2.3829;1.0639;3.3069;0.6769;2.2789;2.5499;-0.0541;-1.7241;3.5029;-1.1601;-2.1561;-1.1441;-2.3641;0.0000;-1.2631;-1.0681;-0.8941;-2.2461;-0.1781;-0.0780;-0.1810;0.0769;-2.6631;0.9210;-0.1780;-1.0420;0.0420;0.2580;-2.4850;-3.9460;-2.2380;1.5632;-0.9536;6.8419;1.9589;2.5509;4.2179;2.6079;1.6849;-1.0221;-1.7091;-0.5411;-1.3741;
05.02.2024 20:35;-1.2129;-1.2109;-0.9829;-0.8809;-1.4919;-0.6159;-0.6370;-0.2920;0.4851;-1.7299;-1.1590;-1.7360;-0.1560;1.0540;3.5400;0.5340;-1.3408;1.5152;0.4458;3.0891;1.7361;4.0571;1.5401;2.8921;3.2821;0.5741;-1.0649;4.2481;-0.4859;-0.9469;-0.1709;-1.5369;0.0000;-0.4709;-0.3019;-0.0279;-1.3669;0.6921;0.4630;-0.2400;0.9311;-1.8459;1.2900;0.6210;-0.3280;0.6470;0.8710;-2.4300;-3.2280;-1.4990;2.2580;-0.2542;7.4871;2.6991;3.3191;4.9421;3.2131;2.3981;-0.2209;-0.7979;0.3581;-0.6049;
05.02.2024 20:30;-1.0621;-1.1881;-0.7961;-0.7371;-1.4301;-0.4971;-0.8240;-0.2350;0.5169;-1.6961;-1.3810;-2.0550;-0.4430;0.6160;3.2970;0.3910;-1.4864;1.3727;0.3025;2.9379;1.7039;3.9799;1.4739;2.8139;3.2659;0.4499;-1.0181;4.2239;-0.1171;-0.6251;-0.1201;-1.3971;0.0000;-0.3291;-0.2061;0.0099;-1.3051;0.7779;0.2120;-0.0170;1.0489;-1.7131;0.9960;0.2830;-0.7680;0.3390;0.5840;-2.4619;-3.3000;-1.6750;2.1144;-0.3932;7.5069;2.4289;3.2749;5.1609;2.9189;2.2459;-0.0911;-0.5461;0.6539;-0.4021;
05.02.2024 20:25;-1.0163;-1.2043;-0.8683;-0.8353;-1.5313;-0.6223;-0.6400;-0.3350;0.3577;-1.8543;-1.1330;-1.8660;-0.1890;0.7140;3.5050;0.5070;-1.3778;1.4865;0.4173;3.0497;1.4777;4.0917;1.3697;2.8107;3.2097;0.5907;-0.9983;3.6567;-0.1523;-0.8633;0.0967;-1.3423;0.0000;-0.2903;-0.2723;-0.1523;-1.3943;0.6157;0.2380;0.0870;0.8697;-1.8943;1.2810;0.4740;-0.2480;0.5220;0.7780;-2.4425;-3.2950;-1.5700;2.2297;-0.2938;7.1377;3.1137;3.3767;4.9847;2.8467;1.8487;-0.0963;-0.7003;0.6977;-0.3993;
05.02.2024 20:20;-2.2170;-2.3160;-2.0260;-1.9160;-2.5780;-1.7500;-0.8120;-0.5870;-0.6280;-2.9070;-1.5050;-2.3170;-0.7300;0.5650;2.9930;-0.1750;-2.0659;0.8037;-0.2650;2.3610;0.8170;3.0720;0.6780;2.0420;2.1280;0.0110;-1.8760;2.9240;-1.5050;-2.0390;-1.3720;-2.5110;0.0000;-1.4990;-1.4440;-1.1340;-2.4830;-0.5200;0.0840;-0.6360;-0.2390;-3.0090;0.9340;0.1800;-0.8080;0.0580;0.2690;-2.4915;-3.9240;-2.3420;1.5480;-0.9932;6.5750;1.7330;2.5930;3.8620;2.1130;1.3680;-1.3240;-1.8300;-0.6400;-1.6530;
05.02.2024 20:15;-1.1449;-1.3489;-0.9359;-0.9749;-1.6299;-0.5709;-0.9770;-0.4500;0.4521;-2.0069;-1.3370;-2.2210;-0.3270;0.1700;3.0620;0.5260;-1.3607;1.5051;0.4366;3.0661;1.3661;3.8091;1.5941;2.7181;3.0641;0.6551;-1.0809;3.8001;-0.4209;-0.8009;-0.2119;-1.4739;0.0000;-0.4489;-0.4149;-0.1489;-1.4809;0.6451;-0.0110;-0.0890;0.8571;-1.9909;0.9150;0.3980;-0.8650;0.1850;0.3900;-2.4810;-3.3200;-1.6380;2.2489;-0.2848;7.4431;2.4101;3.1841;4.6811;3.0161;2.0531;-0.1989;-0.7669;0.6601;-0.5199;
05.02.2024 20:10;-2.2081;-2.3411;-2.0161;-1.9311;-2.5931;-1.7141;-1.0290;-0.5200;-0.6611;-2.9611;-1.6170;-2.2830;-0.8260;0.3070;2.9130;-0.3290;-2.2078;0.6488;-0.4188;2.2109;0.8539;3.1659;1.0179;2.1189;2.4839;-0.2121;-2.0071;3.1639;-1.4781;-1.8821;-1.2381;-2.5791;0.0000;-1.5011;-1.4161;-1.1691;-2.4641;-0.4751;-0.0980;-0.6320;-0.1811;-2.9411;0.7980;0.0760;-0.9510;0.0580;0.2920;-2.4920;-4.0820;-2.4180;1.3939;-1.1464;6.7269;1.8339;2.3899;4.0399;2.2649;1.5029;-1.3541;-1.9121;-0.8751;-1.5941;
05.02.2024 20:05;-1.7639;-1.8729;-1.5429;-1.5049;-2.1739;-1.1829;-0.7670;-0.2960;-0.1109;-2.2929;-1.5010;-2.2080;-0.6670;0.4780;3.1150;-0.1150;-1.9963;0.8650;-0.2034;2.4341;1.0851;3.5821;1.1921;2.3491;2.6201;0.1421;-1.4809;3.3761;-0.9859;-1.4199;-0.6879;-2.1139;0.0000;-1.0899;-0.9699;-0.6909;-1.9909;-0.0049;-0.1950;-0.3140;0.2981;-2.4009;0.8730;0.1550;-0.7610;0.1840;0.4070;-2.4785;-3.8370;-2.1410;1.6088;-0.9044;6.9881;2.1631;2.9581;4.3621;2.5351;1.6871;-0.7789;-1.4889;-0.3189;-1.1459;
05.02.2024 20:00;-1.8269;-1.8199;-1.5509;-1.5449;-2.2159;-1.2779;-0.6220;-0.3970;-0.2599;-2.5609;-1.2810;-2.0650;-0.3040;0.4860;3.2150;0.0620;-1.8197;1.0418;-0.0270;2.6071;1.2011;3.4981;1.3441;2.4101;2.7781;0.3211;-1.5129;3.3281;-1.2179;-1.4589;-0.6969;-2.1739;0.0000;-1.0839;-0.9539;-0.7719;-2.0489;-0.0389;0.2890;-0.3030;0.2671;-2.5739;1.0800;0.3900;-0.3260;0.2850;0.4740;-2.4680;-3.6860;-1.9730;1.7849;-0.7368;7.0811;2.0961;2.8421;4.4251;2.6971;1.7781;-0.9169;-1.5779;-0.3799;-1.2089;
05.02.2024 19:55;-1.6660;-1.7620;-1.3580;-1.3570;-2.0080;-1.0600;-0.6290;-0.3990;0.0450;-2.1150;-1.0270;-1.7320;-0.0050;1.2370;3.5510;0.3720;-1.5058;1.3506;0.2817;2.9130;1.5900;4.0760;1.3900;2.7580;3.0650;0.4760;-1.3500;4.0690;-1.2240;-1.6010;-0.3840;-2.0120;0.0000;-0.9220;-0.7720;-0.5180;-1.9440;0.2240;0.3710;0.0920;0.5300;-2.2270;1.2390;0.5430;-0.0930;0.6440;0.9020;-2.4271;-3.3760;-1.7280;2.0947;-0.4438;7.3970;2.5170;3.5260;4.9100;2.9050;2.0990;-0.6600;-1.2420;-0.1680;-0.9860;
05.02.2024 19:50;-1.9295;-2.0685;-1.7915;-1.7065;-2.3645;-1.4135;-1.0460;-0.6660;-0.2885;-2.4125;-1.5750;-2.3080;-0.5400;0.1530;2.9940;0.3240;-1.5555;1.3032;0.2346;2.8625;1.5955;4.1035;1.4075;2.7475;3.0595;0.9785;-1.2105;3.8655;-1.3985;-1.7115;-0.9935;-2.2555;0.0000;-1.1685;-1.1505;-0.9815;-2.2785;-0.2165;-0.1650;-0.8660;0.1035;-2.5775;0.6760;-0.0410;-1.2540;0.0930;0.2990;-2.4865;-3.4240;-1.7160;2.0469;-0.4894;7.2525;2.2695;3.6775;4.8885;2.8765;2.1725;-0.9555;-1.6635;-0.5615;-1.3035;
05.02.2024 19:45;-2.7773;-2.8023;-2.5653;-2.6433;-3.1943;-2.1613;-0.9180;-0.6990;-1.2143;-3.4103;-1.3010;-2.1460;0.4960;0.6340;3.3920;-0.4630;-2.3495;0.5141;-0.5526;2.0797;0.5527;2.9017;0.6927;1.9997;2.0897;-0.4023;-2.0553;2.7767;-1.9363;-3.0173;-1.2973;-3.0293;0.0000;-1.9853;-1.9933;-1.8073;-3.0113;-0.9553;-0.0210;0.8230;-0.6273;-3.4443;0.9950;0.4910;-0.4720;0.3140;0.4600;-2.4693;-4.1800;-2.5250;1.2601;-1.2874;6.3167;1.5227;2.2777;3.8337;1.8887;0.8267;-1.8783;-2.3423;-1.7353;-2.0823;
05.02.2024 19:40;-1.5224;-1.5424;-1.2774;-1.2624;-1.9174;-1.0004;-0.4070;-0.0630;0.0636;-2.0384;-0.9080;-1.7340;0.0540;0.9460;3.5100;0.8480;-1.0394;1.8278;0.7582;3.3876;1.8236;4.5046;1.7476;3.1686;3.4736;0.9386;-0.9604;4.0816;-0.8214;-1.7634;-0.3744;-1.9064;0.0000;-0.8234;-0.6514;-0.4934;-1.7444;0.2546;0.4250;0.4410;0.5476;-2.1394;1.3410;0.5670;-0.3080;0.6210;0.7440;-2.4417;-2.9620;-1.1980;2.5709;0.0238;7.6696;2.9166;3.5416;5.1556;3.2456;2.7376;-0.6394;-1.3234;-0.1074;-0.8824;
05.02.2024 19:35;-2.3104;-2.3374;-2.0014;-2.0224;-2.5984;-1.7414;-0.8680;-0.3350;-0.7094;-2.8584;-1.5110;-2.3220;-0.5880;0.2710;2.9790;-0.0910;-1.9783;0.8894;-0.1800;2.4526;0.9366;3.4586;1.0066;2.2806;2.5666;0.1446;-1.9914;3.0786;-1.5604;-1.9414;-1.2814;-2.6694;0.0000;-1.5864;-1.4684;-1.2914;-2.5314;-0.5184;0.0260;-0.5990;-0.1644;-2.9354;0.7840;0.0620;-1.3270;0.0550;0.2540;-2.4897;-3.8680;-2.1310;1.6325;-0.8984;6.7846;2.1196;2.9346;4.2906;2.4626;1.8726;-1.3844;-2.0704;-0.5734;-1.6644;
05.02.2024 19:30;-2.0143;-2.0783;-1.7583;-1.8903;-2.6163;-1.5833;-0.8260;-0.2310;-0.5893;-2.7453;-1.3500;-2.1890;-0.2920;0.5720;3.1380;-0.1710;-2.0599;0.8094;-0.2599;2.3707;0.9837;3.5687;1.0167;2.4087;2.5777;0.3187;-1.6103;3.2127;-1.4213;-1.9693;-0.9673;-2.3913;0.0000;-1.2543;-1.2033;-1.1783;-2.3623;-0.3543;0.2220;-0.1570;-0.0293;-2.7473;1.0550;0.1040;-0.6600;0.1860;0.3590;-2.4745;-3.9610;-2.2520;1.5520;-0.9694;6.9837;2.3347;2.9197;4.3117;2.6857;1.8447;-1.2303;-1.7043;-0.3033;-1.4973;
05.02.2024 19:25;-2.3057;-2.2987;-1.9897;-1.8917;-2.5707;-1.5947;-0.7130;-0.2130;-0.5507;-2.7487;-1.3330;-2.0920;-0.6680;0.8210;3.1910;0.0140;-1.8783;0.9935;-0.0756;2.5453;0.8043;3.4533;0.9533;2.4293;2.3673;-0.0197;-1.9447;2.7453;-1.6487;-1.8907;-1.2427;-2.6717;0.0000;-1.6067;-1.4077;-1.1067;-2.4327;-0.3917;0.3070;0.1210;-0.0827;-2.8997;1.1360;0.1750;-0.4340;0.2720;0.5130;-2.4676;-3.7050;-2.1200;1.7368;-0.7994;6.8063;2.0193;2.8463;4.3593;2.2053;1.6433;-1.3347;-1.9497;-0.7927;-1.6947;
05.02.2024 19:20;-2.3448;-2.5358;-2.1568;-2.1338;-2.6998;-1.8998;-0.9250;-0.4680;-0.7988;-2.9138;-1.4120;-2.2820;-0.4960;0.4140;2.9920;-0.2100;-2.0982;0.7683;-0.2996;2.3272;0.8322;3.2692;0.7792;2.0022;2.1592;0.0742;-1.9628;2.9802;-1.8938;-2.4148;-1.3248;-2.7838;0.0000;-1.6908;-1.6328;-1.3808;-2.6408;-0.6588;0.0750;-0.5360;-0.2778;-2.9928;0.8750;0.0040;-0.5180;0.0250;0.2400;-2.4862;-3.9580;-2.2900;1.5134;-1.0036;6.4882;1.7062;2.5972;3.8882;2.2672;1.6662;-1.4898;-2.5018;-1.1518;-1.7748;
05.02.2024 19:15;-1.3840;-1.4600;-1.1210;-1.0950;-1.6700;-0.7520;-0.5500;0.2800;0.2640;-1.8570;-1.0560;-1.9640;-0.2320;0.6200;3.3570;0.3140;-1.5870;1.2946;0.2246;2.8600;0.9490;3.7430;1.1060;2.5260;2.6740;0.5920;-1.4200;3.3900;-0.8180;-1.5400;-0.1820;-1.6430;0.0000;-0.7130;-0.6030;-0.3240;-1.5810;0.4490;0.4800;0.0030;0.7890;-1.8640;1.2550;0.6100;-0.3960;0.4350;0.6310;-2.4481;-3.4140;-1.7230;2.0372;-0.4772;6.9650;1.9910;3.3360;4.5850;2.2240;1.5820;-0.5260;-1.2560;0.1290;-0.8220;
05.02.2024 19:10;-2.0543;-2.1483;-1.8183;-1.7653;-2.4053;-1.4843;-0.9900;-0.5530;-0.3863;-2.6123;-1.3820;-2.2830;-0.5310;0.5070;3.0450;0.0350;-1.8562;1.0142;-0.0542;2.5767;0.7827;3.6507;1.2497;2.3547;2.1287;0.2697;-1.7523;3.0457;-1.6603;-1.5993;-1.0193;-2.4983;0.0000;-1.3853;-1.1933;-1.0253;-2.2433;-0.2043;-0.1480;-0.0470;0.0447;-2.6483;0.8810;0.1430;-0.6050;0.1570;0.3210;-2.4817;-3.7210;-2.0870;1.7574;-0.7638;7.0407;2.1107;2.6617;3.8387;2.2647;1.8507;-1.2633;-2.0403;-0.4903;-1.5173;
05.02.2024 19:05;-2.0001;-1.9901;-1.6411;-1.6091;-2.1661;-1.3171;-0.5590;0.2370;-0.2761;-2.5681;-1.2680;-2.1720;-0.2880;0.7350;3.3040;0.3540;-1.5348;1.3335;0.2644;2.8929;1.2269;3.8769;1.4129;2.6689;2.6539;0.2339;-1.5531;3.4429;-1.1341;-1.7381;-0.7711;-2.3491;0.0000;-1.2501;-1.0701;-0.8631;-2.0651;-0.0681;0.4340;0.3440;0.1989;-2.6641;1.3110;0.3990;-0.3000;0.3130;0.5440;-2.4580;-3.3450;-1.7720;2.0770;-0.4652;7.1969;2.1989;2.9149;4.6129;2.5449;1.7719;-1.0911;-1.5341;-0.4081;-1.3491;
05.02.2024 19:00;-1.2854;-1.4064;-1.1794;-1.0884;-1.7544;-0.8244;-0.2220;-0.0720;0.2066;-1.9354;-1.0260;-1.9350;-0.3930;0.9030;3.4850;0.5660;-1.3149;1.5478;0.4777;3.1156;1.7166;4.5886;2.1596;3.3186;3.2246;1.2096;-0.9034;4.2496;-0.4824;-1.1814;-0.1914;-1.7204;0.0000;-0.6114;-0.6134;-0.3534;-1.5924;0.3796;0.6000;0.6060;0.6716;-2.0174;1.4090;0.3870;-0.5520;0.3590;0.6920;-2.4369;-3.1320;-1.4290;2.2900;-0.2260;7.9536;3.1016;3.7556;5.1196;3.1976;2.4826;-0.4694;-1.0044;0.2136;-0.7454;
05.02.2024 18:55;-2.7006;-2.8126;-2.4566;-2.3166;-2.9176;-2.1296;-1.1960;-0.9030;-1.0246;-3.2886;-1.6660;-2.4850;-0.5570;0.4050;2.9450;-0.2100;-2.1016;0.7701;-0.2997;2.3394;0.7614;3.2184;0.8184;1.8534;1.9024;-0.2096;-2.2246;2.7704;-2.1276;-2.4926;-1.6886;-3.0696;0.0000;-2.0396;-2.0106;-1.6306;-2.9446;-0.8026;-0.2920;-1.1410;-0.5936;-3.2406;0.5730;-0.0010;-0.6660;-0.0950;0.2410;-2.4943;-3.9370;-2.2710;1.5132;-1.0236;6.5174;1.5864;2.6184;3.9324;1.8004;1.3144;-1.6746;-2.1676;-1.0576;-2.0716;
05.02.2024 18:50;-2.1782;-2.2142;-1.9342;-1.8542;-2.3822;-1.6212;-0.8870;-0.3630;-0.4252;-2.8042;-1.2600;-2.2190;-0.2800;1.0140;3.2840;0.5240;-1.3590;1.5026;0.4347;3.0638;1.5118;3.9388;1.4658;2.8588;2.7948;0.9118;-1.6532;3.5688;-1.5122;-2.1342;-0.7492;-2.5512;0.0000;-1.4622;-1.3012;-1.1542;-2.3542;-0.3812;0.0080;-0.0550;-0.0952;-2.8322;1.0920;0.4520;-0.5320;0.2010;0.5300;-2.4606;-3.1810;-1.4940;2.2473;-0.2782;7.3168;2.6428;3.1888;4.4938;2.7358;2.4448;-1.2062;-2.2692;-0.8352;-1.5602;
05.02.2024 18:45;-1.9221;-2.0401;-1.6511;-1.7291;-2.3241;-1.4741;-0.7240;-0.2650;-0.4141;-2.6871;-1.3450;-2.1990;-0.0820;1.0650;3.1230;0.1280;-1.7571;1.1066;0.0391;2.6789;0.7749;3.5869;1.0959;2.1139;2.1679;0.3129;-1.7841;3.1019;-0.9521;-1.5391;-0.9811;-2.3331;0.0000;-1.1971;-1.1281;-0.9891;-2.1911;-0.2021;0.1410;-0.3080;0.0849;-2.5911;0.9150;-0.0040;-0.6030;0.2140;0.4580;-2.4717;-3.6320;-1.8570;1.8521;-0.6630;6.6479;2.0779;2.9169;4.1919;2.0249;1.5439;-1.0321;-1.7811;-0.5201;-1.3131;
05.02.2024 18:40;-2.4533;-2.5923;-2.2743;-2.2553;-2.6903;-1.9513;-0.8450;-0.3660;-0.8933;-2.9903;-1.7880;-2.6460;-0.2130;0.1880;2.7420;-0.1440;-2.0346;0.8352;-0.2325;2.4057;0.5187;3.3597;0.8537;1.9497;2.1547;0.1457;-2.1563;2.6297;-1.5593;-1.9713;-1.6293;-2.8653;0.0000;-1.7123;-1.7193;-1.4373;-2.6683;-0.6933;0.1130;0.0130;-0.3643;-2.8963;0.8240;-0.5510;-0.5330;-0.1640;0.0110;-2.5128;-3.8570;-2.1610;1.5804;-0.9302;6.5107;1.8727;2.7227;3.7987;1.7907;1.6177;-1.4373;-1.8363;-0.6943;-1.8543;
05.02.2024 18:35;-3.2347;-3.2807;-2.9407;-2.9487;-3.5817;-2.7217;-0.8910;-0.1040;-1.5847;-3.5607;-1.8040;-2.6420;-0.9270;0.0710;2.7410;-0.5110;-2.3795;0.4702;-0.6001;2.0273;0.5453;3.1963;0.9053;2.1643;2.2233;-0.4517;-2.2437;2.8273;-2.8477;-2.9317;-1.5877;-3.5997;0.0000;-2.5227;-2.3327;-2.2367;-3.4747;-1.4217;-0.0480;0.1090;-1.1217;-3.6567;0.8550;-0.2770;-0.9750;-0.2460;0.0320;-2.5111;-4.2750;-2.5720;1.2134;-1.3162;6.5693;1.9833;2.8823;3.7913;1.8713;1.4933;-2.2437;-2.6417;-1.7867;-2.5027;
05.02.2024 18:30;-2.5441;-2.5991;-2.2421;-2.2201;-2.7851;-1.9591;-1.0000;-0.6980;-0.7111;-2.8061;-1.4900;-2.5540;-0.6320;0.2280;2.8660;0.0980;-1.7770;1.0786;0.0094;2.6349;0.8789;3.7199;1.0139;2.1129;2.2139;0.1509;-2.0671;3.0279;-1.8921;-2.4681;-1.2351;-2.8921;0.0000;-1.8191;-1.7061;-1.4501;-2.7161;-0.5591;-0.1910;-0.5830;-0.3331;-2.9211;0.7280;-0.0630;-0.4570;-0.1230;0.1630;-2.5003;-3.5900;-1.9150;1.8222;-0.7164;6.9459;2.3429;2.8769;4.0649;2.1679;1.4959;-1.4421;-2.0081;-1.0631;-1.8291;
05.02.2024 18:25;-2.6323;-2.8663;-2.3213;-2.3663;-2.9463;-2.0513;-0.5360;-0.4240;-1.0533;-3.1513;-1.4730;-2.3920;-0.6840;0.3240;3.1180;0.3050;-1.5703;1.2847;0.2156;2.8477;1.1907;3.6827;0.7957;2.1017;2.7597;0.7327;-2.0073;2.9117;-1.8773;-2.1783;-1.4393;-3.0543;0.0000;-1.9213;-1.8133;-1.6263;-2.9033;-0.8203;0.3150;-0.0630;-0.4823;-3.1643;0.9050;-0.1550;-0.6190;0.1070;0.3810;-2.4724;-3.3550;-1.7510;2.0288;-0.5024;7.0177;2.3877;3.4187;4.1387;2.0087;1.7227;-1.6213;-2.2133;-0.7693;-1.9353;
05.02.2024 18:20;-1.6093;-1.7183;-1.3463;-1.3733;-2.0033;-1.1443;-0.6140;0.0400;-0.1143;-2.1623;-1.2610;-2.1950;-0.5420;0.5290;3.1770;0.7240;-1.1462;1.7039;0.6349;3.2697;1.4387;4.2617;1.7027;2.5197;3.0657;0.5437;-1.2663;3.3797;-0.7853;-2.0013;-0.3073;-2.0363;0.0000;-0.9033;-0.8653;-0.6993;-1.8993;0.1697;0.3200;-0.0350;0.4707;-2.1323;0.9670;-0.0550;-0.6100;0.1190;0.4510;-2.4744;-2.9240;-1.3050;2.4486;-0.0752;7.3857;2.5337;3.4637;4.5567;2.3997;1.6357;-0.6483;-1.3083;-0.0663;-0.9833;
05.02.2024 18:15;-2.3259;-2.4359;-2.1379;-2.1639;-2.6919;-1.9249;-0.9510;-0.4170;-0.8049;-2.9299;-1.6140;-2.5100;-0.7820;0.3790;2.9790;0.0330;-1.8467;1.0132;-0.0562;2.5801;0.8671;3.4551;1.0741;1.9481;2.2061;-0.0859;-1.9259;3.0321;-1.6189;-2.1379;-0.9359;-2.7889;0.0000;-1.7469;-1.6339;-1.4359;-2.6619;-0.6129;-0.3120;-0.2080;-0.2759;-2.9109;0.7380;-0.1440;-1.0770;-0.0630;0.2090;-2.4859;-3.6350;-1.9690;1.7568;-0.7472;6.7131;1.8561;2.9431;4.1401;1.9181;1.7381;-1.5429;-2.2989;-0.8689;-1.8019;
05.02.2024 18:10;-2.9615;-3.0825;-2.7425;-2.7265;-3.2295;-2.5495;-0.7310;-0.5420;-1.2945;-3.4785;-1.3840;-2.3400;-0.8130;0.3350;3.1350;0.0400;-1.8316;1.0222;-0.0491;2.5955;0.6475;3.7205;1.0265;2.0345;2.3235;-0.1335;-2.3055;2.7975;-1.9925;-2.2935;-2.0085;-3.3775;0.0000;-2.2345;-2.3485;-1.9745;-3.0915;-1.2205;-0.0960;-0.2900;-0.8545;-3.4395;0.8160;-0.0660;-0.7680;0.0890;0.3660;-2.4750;-3.6110;-1.9210;1.7644;-0.7576;6.6415;2.1415;3.1765;4.1105;1.9995;1.5625;-2.0375;-2.8835;-1.2065;-2.4445;
05.02.2024 18:05;-2.4453;-2.6793;-2.2603;-2.2353;-2.7323;-2.0543;-0.8180;-0.6110;-0.7043;-2.8583;-1.4650;-2.4220;-0.5020;0.5730;3.0290;-0.0750;-1.9524;0.9051;-0.1655;2.4687;0.6307;2.9817;1.2507;1.6057;2.3087;-0.3083;-2.5323;2.4607;-2.1063;-1.1023;-0.9923;-2.8733;0.0000;-1.8273;-1.8703;-1.5113;-2.5213;-0.6883;-0.2430;-0.4700;-0.4283;-2.9483;0.6460;-0.2790;-0.3290;-0.0250;0.1800;-2.5067;-3.8730;-2.1440;1.6480;-0.8824;6.5607;1.7507;2.5887;3.5917;1.7067;1.0847;-1.5233;-2.4163;-0.5333;-1.9173;
